"PADDD_ID","GeoDataTyp","Region","Country","ISO3166","WDPAID","Location_K","PACODE","primarynam","allnames","EventType","EnactedPro","YearPAGaze","YearPADDD","Cause","Areaaffect","Size_Pre","Size_Post","IUCN_pre","IUCN_post","Reversal","YR_Reverse","Offset","Systemic","Sys_Code","Supporting","Sources","Map_Details","Map_Sources","Notes","Date_Add","Last_Update","AddedBy","isLatestVe","Data_Status","Peer_Reviewed","Study_Link","Off_Type","Off_Area","Off_Details","Off_Source","Rev_Type","Rev_Area","Rev_Details","Rev_Source","Legal_Type","Marine","Marine_ZID","X","X.1","X.2","X.3","X.4","X.5","X.6"
"AUSCA18BD08","Polygon","Oceania","Australia","AUS","unk","Y","unk","Meunga Forest Reserve","Meunga Forest Reserve","Degazette","Enacted","2005","2010","Forestry","0.22","0.22","0","VI","unk","unk",NA,"unk","unk",NA,"unk","unk","unk","unk","4153MAF001","unk","2019/05/01","Carly Cook","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.
C.N. Cook, R.S. Valkan, M.B. Mascia, M.A. McGeoch, Quantifying the extent of protected-area downgrading, downsizing, and degazettement in Australia. Conservation Biology. 31, 1039–1052 (2017). DOI: 10.1111/cobi.12904.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"AUSDA9AA7D1","Polygon","Oceania","Australia","AUS","unk","Y","unk","Flinders Group National Park","Flinders Group National Park","Downsize","Enacted","1999","2012","unk","3.61","31.8","28.19","II","unk","unk",NA,"unk","unk",NA,"unk","unk","unk","unk","0110FLG001","unk","2019/05/01","Carly Cook","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.
C.N. Cook, R.S. Valkan, M.B. Mascia, M.A. McGeoch, Quantifying the extent of protected-area downgrading, downsizing, and degazettement in Australia. Conservation Biology. 31, 1039–1052 (2017). DOI: 10.1111/cobi.12904.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"AUSDAA74A1B","Polygon","Oceania","Australia","AUS","unk","Y","unk","Oolloo Crossing Conservation Area ","Oolloo Crossing Conservation Area ","Degazette","Enacted","1980","2012","unk","0.02","0.02","0","V","unk","unk",NA,"unk","unk",NA,"unk","unk","unk","unk","NTPA87","unk","2019/05/01","Carly Cook","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.
C.N. Cook, R.S. Valkan, M.B. Mascia, M.A. McGeoch, Quantifying the extent of protected-area downgrading, downsizing, and degazettement in Australia. Conservation Biology. 31, 1039–1052 (2017). DOI: 10.1111/cobi.12904.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"AUSE67B2767","Polygon","Oceania","Australia","AUS","unk","Y","unk","Japoon Forest Reserve","Japoon Forest Reserve","Degazette","Enacted","2005","2010","Forestry","0.04","0.04","0","VI","unk","unk",NA,"unk","unk",NA,"unk","unk","unk","unk","4147JPN001","unk","2019/05/01","Carly Cook","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.
C.N. Cook, R.S. Valkan, M.B. Mascia, M.A. McGeoch, Quantifying the extent of protected-area downgrading, downsizing, and degazettement in Australia. Conservation Biology. 31, 1039–1052 (2017). DOI: 10.1111/cobi.12904.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"AUSF5983BBA","Polygon","Oceania","Australia","AUS","unk","Y","unk","Abergowrie Forest Reserve","Abergowrie Forest Reserve","Degazette","Enacted","2005","2010","Forestry","19.49","19.49","0","VI","unk","unk",NA,"unk","unk",NA,"unk","unk","unk","unk","4135ABG001","unk","2019/05/01","Carly Cook","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.
C.N. Cook, R.S. Valkan, M.B. Mascia, M.A. McGeoch, Quantifying the extent of protected-area downgrading, downsizing, and degazettement in Australia. Conservation Biology. 31, 1039–1052 (2017). DOI: 10.1111/cobi.12904.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"BLZC1D6126A","Polygon","Northern America","Belize","BLZ","12241","Y","12241","Bladen Nature Reserve","Bladen Nature Reserve","Downgrade","Enacted","1990","2008","Infrastructure","unk","403.36","403.36","Ia","Ia","N",NA,"N","N",NA,"Cause: In 2008, the Belizean government offered a concession for Belize Hydropower Development Company to conduct feasibility research within Bladen Nature Reserve.

The concession lasts for 15 years with possible 10-year extension (Foges 2010, Let our River Flow 2010),

“It is very concerning that we would even contemplate a dam in a nature reserve,” said Lisel Alamilla, the Executive Director of Ya’axché Conservation Trust. Ya’axché is considering taking the Government to the Supreme Court for an injunction if the activities inside Bladen Nature Reserve are allowed to proceed. They believe it is “a complete disregard for the Laws of Belize, specifically the National Parks Systems Act.” (Foges 2010)

In November of last year Ya’axché Conservation Trust discovered that Belize Hydroelectric Development (BHD) had conducted an illegal ‘feasibility study’ for a proposed hydroelectric dam within the pristine, strictly protected Bladen Nature Reserve. When this illegal activity was discovered, the Belizean Ministry of Natural Resources and Forest Department ceased their actions since they had no legitimate documents for their entrance and any other activities in any protected area. 

Later, however, BHD was granted access to the nature reserve through a research permit given by the Belize Forest Department signed by the Prime Minister himself to do a research of the area, which is the subject of this PADDD event (Let our River Flow 2010, McLoughlin 2010)","Foges, R. (2010, January 21). Controversy sparked around Belize nature reserve. Fauna and Flora International. Retrieved from http://www.fauna-flora.org/news/controversy-sparked-around-belize-nature-reserve/

Let our River Flow. (2010, April 5). Thursday May 6th 2010 Court Date: Bladen Nature Reserve. Retrieved from http://letourriverflow.weebly.com/

McLoughlin, L. (2010). Saving paradise in the Maya Mountains of Belize. The Esperanza Project. Retrieved from http://theesperanzaproject.org/tag/bladen-nature-reserve/","unk","unk","unk","2013","2019/05/01","shalynnpack","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM126BF220","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","97.8","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section C, dated 01 October 2009 to designate the land as a sustainable use zone and to grant it to TTY for rubber and other agricultural crop. Sub-decree 125, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM164CECB1","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","16.46","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 21 March 2011(point 3) to designate the land as a sustainable use zone and to grant it to the company Rethy Granite for rubber. ","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM18968918","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","77.5","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 112, dated 14 June 2011 to designate 2 areas within the protected area as sustainable use zone, and to grant one of them to Toming Rubber Co., Ltd for agro-industrial crop","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM1CEA5E68","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","11.95","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 182, dated 11 August 2011 to designate the land as sustainable use zone and to grant it to Hout Meng Rita for agro-industrial crop and rubber","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21B21E97","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2010","Industrial Agriculture","50","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 154, dated 6 December 2010 to designate the land as a sustainable use zone and to grant it to Sovann Vuthy for rubber plantation. Sub-decree 49, dated 21 March 2011 to expropriate 5000 ha and to reclassify it as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21E64A77","Polygon","Asia","Cambodia","KHM","10120","Y","unk","Phnom Prich","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","90.68","2225","2225","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 79, dated 7 June 2012, to designate the land as a sustainable use zone, and to grant it to Lim Royal Joint Stock for Agro-industrial crop; Sub-decree 249, dated Dec 12 2012, to reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21EFC183","Polygon","Asia","Cambodia","KHM","68862","Y","unk","Virachey","National Park","Downgrade","Enacted","1993","2011","Industrial Agriculture","89.98","3325","3325","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 28, dated 15 February 2011 to designate the land as a sustainable use zone, and to grant it to Srun Sovannaphoum Investment for Rubber and eco-tourism, and special economic zone","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM248A1C7E","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","40.95","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 52, dated 28 March 2012, to designate the land as sustainable use zone, and to grant it to Lun Agritech Investment for Agro-industrial crop and rubber; Sub-decree 86, dated 7 June 2012, to reclassify the designated land as state private land","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM27259666","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2008","Mining","329.272621","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Part of a mining concession granted to Cambodia Iron and Steel Mining Industry Group. The concession for iron mine exploration covers 329.27 km2 of the protected area. Part of the concession lies outside of the protected area.","Open Development Cambodia, 2013. Mining concessions granted in Cambodia between 1998-2012. Data obtained from www.opendevelopmentcambodia.net/downloads, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2E3CBF18","Polygon","Asia","Cambodia","KHM","68856","Y","unk","Preah Monivong (Bokor)","National Park","Downgrade","Enacted","1993","2011","Industrialization","189.87","1400","1400","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 59,3/30/2011, designate as a sustainable use zone, and to grant it to (Bokor Sok Hong) Sokja Hotel. Sub-decree 184, 8/12/2011, reclassify from public state land as state private land and as sustainable use zone within Bokor National Park","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2E5AE391","Polygon","Asia","Cambodia","KHM","68865","Y","unk","Phnom Samkos","Wildlife Sanctuary","Downgrade","Enacted","1994","2010","Industrial Agriculture","19.5","3337.5","3337.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 65, dated 9 July 2010, to designate the land as sustainable use zone, and to grant it to Kin Sa Apivath for Rubber","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2EEE98AA","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","44.68","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section E, dated 01 October 2009 to designate the land as a sustainable use zone and to grant it to Trach Nhiem Han Dau for Agro-Industrial crops, rubber, Klemchan; Sub-decree 06, dated 8 January 2010 to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM36CE5FC7","Polygon","Asia","Cambodia","KHM","68856","Y","unk","Preah Monivong (Bokor)","National Park","Downgrade","Enacted","1993","1996","Industrial Agriculture","40.5775","1400","1400","unk","unk","N",NA,"unk","unk",NA,"Part of a concession sold to Mong Reththy for palm oil on 1/9/1996; Sub-decree 133 (Point A), dated 20 August 2009 to designate the land as sustainable use zone and grant it to the company for Eco-tourism and Agri-Tourism.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM36ED9B6C","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","10","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 77, dated 3 May 2011 to designate the area as a sustainable use zone, and to grant it to YEEJIA Tourism Development, for Agri-Tourism and hot spring natural tourism","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
